1629095986.71	84.72137508270401
1629096017.01	118.26146861916659
1629096017.08	120.57822435236483
1629096017.3	112.58357719387027
1629096017.34	117.60667785308796
1629096017.38	99.88128524292323
1629096017.43	82.13547211000106
1629096017.47	66.19050339748739
1629096017.51	46.0670177996321
1629096017.55	33.77098914257852
1629096017.59	12.392626191303656
1629096017.65	30.890181510887835
1629096017.69	42.976831668058246
1629096017.73	53.76027800001613
1629096017.77	58.475759155924976
1629096017.81	52.32640666016956
1629096017.86	47.02736696304161
1629096017.91	32.61890859690772
1629096017.94	21.99112991717713
1629097300.92	124.61896794649432
1629097301.16	125.15350150167116
1629097301.31	125.80268520547912
1629097301.35	128.23256590990457
1629097301.39	130.01402883879084
1629097301.43	129.68784936678878
1629097301.47	130.55617017702028
1629097301.51	132.2388914411007
1629097301.55	131.15352513035836
1629097301.59	126.04311861087301
1629097301.63	127.34307157584347
1629097301.67	125.22587421395643
1629097301.71	130.83667814816008
1629097301.75	131.06038299909315
1629097301.79	128.6872983842438
1629097301.83	127.61722688102732
1629097301.87	126.68067233621301
1629097301.91	127.8234998375166
1629097301.95	128.1015339387901
1629097301.99	128.23386398108235
1629097302.03	128.02744601569526
1629097302.07	130.06659789463066
1629097302.11	127.7793457590823
1629097302.15	129.910797382615
1629097302.19	129.85723544211578
1629097302.23	129.13278330734406
1629097302.28	129.03028523186063
1629097302.32	129.38221096835383
1629097302.37	132.66202014764423
1629097302.41	132.86407626635395
1629097302.45	132.81529461212344
1629097302.48	132.45724766941422
1629097302.52	133.09345838833252
1629097302.56	132.79766463880074
1629097302.61	131.58341180822867
1629097302.64	131.8638528393242
1629097302.68	131.10409630366416
1629097302.72	133.82825767602355
1629097302.76	133.33579806135174
1629097302.8	132.37260430354974
1629097302.84	132.64919167269585
1629097302.9	132.301983846249
1629097302.95	131.946940059618
1629097302.99	130.63253707360602
1629097303.03	130.2135779823706
1629097303.07	129.22800948125928
1629097303.11	129.37350927417057
1629097303.15	129.2976069809701
1629097303.2	129.71791743397358
1629097303.24	130.73738887720995
